src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,system_process_pid,system_process_name
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,54393,1.0.0.1,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,20,2,184,1.70E+12,1.70E+12,0,1,84,1.70E+12,1.70E+12,0,1,100,DNS,Network,0,6,p2p.connectpanasonic.com,,,,,-1,
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,54393,1.0.0.1,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,20,2,192,1.70E+12,1.70E+12,0,1,88,1.70E+12,1.70E+12,0,1,104,DNS,Network,0,6,p2p.connectpanasonic.com,,,,,-1,
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,51047,1.0.0.1,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,18,2,176,1.70E+12,1.70E+12,0,1,80,1.70E+12,1.70E+12,0,1,96,DNS,Network,0,6,connectpanasonic.com,,,,,-1,
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,51047,1.0.0.1,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,18,2,184,1.70E+12,1.70E+12,0,1,84,1.70E+12,1.70E+12,0,1,100,DNS,Network,0,6,connectpanasonic.com,,,,,-1,
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,42317,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,0,0,1.70E+12,1.70E+12,2085,6,1848,1.70E+12,1.70E+12,2085,6,1848,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,42317,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,2,0,1.70E+12,1.70E+12,2085,6,1872,1.70E+12,1.70E+12,2085,6,1872,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,56360,13.233.16.117,52:54:00:c2:9a:03,52:54:00,12366,6,4,0,0,1.70E+12,1.70E+12,9025,3,222,1.70E+12,1.70E+12,9025,3,222,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,56360,13.233.16.117,52:54:00:c2:9a:03,52:54:00,12366,6,4,2,0,1.70E+12,1.70E+12,9025,3,234,1.70E+12,1.70E+12,9025,3,234,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.5.236,ec:9b:8b:02:24:38,ec:9b:8b,40552,35.201.81.34,52:54:00:c2:9a:03,52:54:00,443,6,4,0,0,1.70E+12,1.70E+12,12,3,198,1.70E+12,1.70E+12,12,2,132,1.70E+12,1.70E+12,0,1,66,TLS,Web,1,1,,,,,,-1,
192.168.5.236,ec:9b:8b:02:24:38,ec:9b:8b,40552,35.201.81.34,52:54:00:c2:9a:03,52:54:00,443,6,4,2,0,1.70E+12,1.70E+12,12,3,210,1.70E+12,1.70E+12,12,2,140,1.70E+12,1.70E+12,0,1,70,TLS,Web,1,1,,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,57402,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,0,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,57402,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,0,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,51585,180.149.62.32,52:54:00:c2:9a:03,52:54:00,443,17,4,0,0,1.70E+12,1.70E+12,9989,8,10352,1.70E+12,1.70E+12,9989,8,10352,0,0,0,0,0,QUIC.Instagram,SocialNetwork,0,6,instagram.fmaa8-1.fna.fbcdn.net,b3058b1092dcfcc2f5342697fbcccba6,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,51585,180.149.62.32,52:54:00:c2:9a:03,52:54:00,443,17,4,2,0,1.70E+12,1.70E+12,9989,8,10384,1.70E+12,1.70E+12,9989,8,10384,0,0,0,0,0,QUIC.Instagram,SocialNetwork,0,6,instagram.fmaa8-1.fna.fbcdn.net,b3058b1092dcfcc2f5342697fbcccba6,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,58651,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,28,2,204,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,110,DNS.Facebook,Network,0,6,chat-e2ee-ig-p42.c10r.facebook.com,,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,58651,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,28,2,212,1.70E+12,1.70E+12,0,1,98,1.70E+12,1.70E+12,0,1,114,DNS.Facebook,Network,0,6,chat-e2ee-ig-p42.c10r.facebook.com,,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,54791,31.13.79.175,52:54:00:c2:9a:03,52:54:00,5222,6,4,0,0,1.70E+12,1.70E+12,1309,30,3864,1.70E+12,1.70E+12,1309,16,2649,1.70E+12,1.70E+12,638,14,1215,WhatsApp,Chat,0,6,,,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,54791,31.13.79.175,52:54:00:c2:9a:03,52:54:00,5222,6,4,2,0,1.70E+12,1.70E+12,1309,30,3984,1.70E+12,1.70E+12,1309,16,2713,1.70E+12,1.70E+12,638,14,1271,WhatsApp,Chat,0,6,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,49852,112.74.108.149,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7003,4,296,1.70E+12,1.70E+12,7003,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,49852,112.74.108.149,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7003,4,312,1.70E+12,1.70E+12,7003,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,39636,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7005,4,296,1.70E+12,1.70E+12,7005,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,39636,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7005,4,312,1.70E+12,1.70E+12,7005,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,50914,54.84.37.235,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7000,4,296,1.70E+12,1.70E+12,7000,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,50914,54.84.37.235,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7000,4,312,1.70E+12,1.70E+12,7000,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,39656,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7002,4,296,1.70E+12,1.70E+12,7002,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,39656,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7002,4,312,1.70E+12,1.70E+12,7002,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45004,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7001,4,296,1.70E+12,1.70E+12,7001,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45004,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7001,4,312,1.70E+12,1.70E+12,7001,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,39668,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7001,4,296,1.70E+12,1.70E+12,7001,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,39668,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7001,4,312,1.70E+12,1.70E+12,7001,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45158,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,1,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45158,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,1,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,48685,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,48685,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,50934,54.84.37.235,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7007,4,296,1.70E+12,1.70E+12,7007,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,50934,54.84.37.235,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7007,4,312,1.70E+12,1.70E+12,7007,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,38146,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7009,4,296,1.70E+12,1.70E+12,7009,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,38146,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7009,4,312,1.70E+12,1.70E+12,7009,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,39676,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7009,4,296,1.70E+12,1.70E+12,7009,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,39676,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7009,4,312,1.70E+12,1.70E+12,7009,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,54792,31.13.79.175,52:54:00:c2:9a:03,52:54:00,5222,6,4,0,0,1.70E+12,1.70E+12,15805,27,3513,1.70E+12,1.70E+12,15805,14,2406,1.70E+12,1.70E+12,675,13,1107,WhatsApp,Chat,0,6,,,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,54792,31.13.79.175,52:54:00:c2:9a:03,52:54:00,5222,6,4,2,0,1.70E+12,1.70E+12,15805,28,3691,1.70E+12,1.70E+12,15805,15,2532,1.70E+12,1.70E+12,675,13,1159,WhatsApp,Chat,0,6,,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,58831,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,0,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,58831,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,0,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,44303,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,0,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,44303,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,0,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.85,ec:9b:8b:02:24:38,ec:9b:8b,50937,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,0,2,245,1.70E+12,1.70E+12,0,1,84,1.70E+12,1.70E+12,0,1,161,DNS,Network,0,6,a2047.dscapi9.akamai.net,,,,,-1,
192.168.4.85,ec:9b:8b:02:24:38,ec:9b:8b,50937,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,0,2,253,1.70E+12,1.70E+12,0,1,88,1.70E+12,1.70E+12,0,1,165,DNS,Network,0,6,a2047.dscapi9.akamai.net,,,,,-1,
192.168.4.85,ec:9b:8b:02:24:38,ec:9b:8b,50864,152.195.38.76,52:54:00:c2:9a:03,52:54:00,80,6,4,0,0,1.70E+12,1.70E+12,558,9,2723,1.70E+12,1.70E+12,540,5,683,1.70E+12,1.70E+12,540,4,2040,HTTP.OCSP,Network,0,6,ocsp.digicert.com,,,com.apple.trustd/3.0,application/ocsp-response,-1,
192.168.4.85,ec:9b:8b:02:24:38,ec:9b:8b,50864,152.195.38.76,52:54:00:c2:9a:03,52:54:00,80,6,4,2,0,1.70E+12,1.70E+12,558,9,2759,1.70E+12,1.70E+12,540,5,703,1.70E+12,1.70E+12,540,4,2056,HTTP.OCSP,Network,0,6,ocsp.digicert.com,,,com.apple.trustd/3.0,application/ocsp-response,-1,
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,50410,192.168.1.10,52:54:00:4c:6f:d9,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,0,2,201,1.70E+12,1.70E+12,0,1,77,1.70E+12,1.70E+12,0,1,124,DNS,Network,0,6,wpad.blr1.cdac.in,,,,,-1,
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,50410,192.168.1.10,52:54:00:4c:6f:d9,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,0,2,209,1.70E+12,1.70E+12,0,1,81,1.70E+12,1.70E+12,0,1,128,DNS,Network,0,6,wpad.blr1.cdac.in,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,53648,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,0,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,53648,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,0,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,60963,196.1.113.80,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,4004,3,270,1.70E+12,1.70E+12,4004,3,270,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,60963,196.1.113.80,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,4004,3,282,1.70E+12,1.70E+12,4004,3,282,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,48997,131.107.13.100,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,48997,131.107.13.100,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,47515,132.163.97.3,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,47515,132.163.97.3,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,55524,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,55524,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,57295,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,0,0,1.70E+12,1.70E+12,2065,6,1842,1.70E+12,1.70E+12,2065,6,1842,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,57295,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,2,0,1.70E+12,1.70E+12,2065,6,1866,1.70E+12,1.70E+12,2065,6,1866,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,26874,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,78,2,184,1.70E+12,1.70E+12,0,1,84,1.70E+12,1.70E+12,0,1,100,DNS.Google,Network,0,6,www.googleadservices.com,,,,,-1,
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,26874,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,78,2,192,1.70E+12,1.70E+12,0,1,88,1.70E+12,1.70E+12,0,1,104,DNS.Google,Network,0,6,www.googleadservices.com,,,,,-1,
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,43562,129.6.15.28,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,43562,129.6.15.28,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,58366,172.217.31.198,52:54:00:c2:9a:03,52:54:00,443,6,4,0,0,1.70E+12,1.70E+12,1334,24,9866,1.70E+12,1.70E+12,1334,14,2226,1.70E+12,1.70E+12,1313,10,7640,TLS.Google,Advertisement,0,6,ad.doubleclick.net,6ec2896feff5746955f700c0023f5804,eca9b8f0f3eae50309eaf901cb822d9b,,,-1,
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,58366,172.217.31.198,52:54:00:c2:9a:03,52:54:00,443,6,4,2,0,1.70E+12,1.70E+12,1334,24,9962,1.70E+12,1.70E+12,1334,14,2282,1.70E+12,1.70E+12,1313,10,7680,TLS.Google,Advertisement,0,6,ad.doubleclick.net,6ec2896feff5746955f700c0023f5804,eca9b8f0f3eae50309eaf901cb822d9b,,,-1,
192.168.4.9,ec:9b:8b:02:24:38,ec:9b:8b,49162,95.216.144.226,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.9,ec:9b:8b:02:24:38,ec:9b:8b,49162,95.216.144.226,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.5.236,ec:9b:8b:02:24:38,ec:9b:8b,44544,142.250.195.78,52:54:00:c2:9a:03,52:54:00,443,6,4,0,0,1.70E+12,1.70E+12,46593,3,198,1.70E+12,1.70E+12,46593,3,198,0,0,0,0,0,TLS,Web,1,1,,,,,,-1,
192.168.5.236,ec:9b:8b:02:24:38,ec:9b:8b,44544,142.250.195.78,52:54:00:c2:9a:03,52:54:00,443,6,4,2,0,1.70E+12,1.70E+12,46593,3,210,1.70E+12,1.70E+12,46593,3,210,0,0,0,0,0,TLS,Web,1,1,,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,50104,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,1,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,50104,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,1,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,59540,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,59540,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,58267,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,75,2,178,1.70E+12,1.70E+12,0,1,81,1.70E+12,1.70E+12,0,1,97,DNS.Facebook,Network,0,6,dgw.c10r.facebook.com,,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,58267,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,75,2,186,1.70E+12,1.70E+12,0,1,85,1.70E+12,1.70E+12,0,1,101,DNS.Facebook,Network,0,6,dgw.c10r.facebook.com,,,,,-1,
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,41959,208.67.220.220,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,22,2,228,1.70E+12,1.70E+12,0,1,82,1.70E+12,1.70E+12,0,1,146,DNS,Network,0,6,1.ciscome.pool.ntp.org,,,,,-1,
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,41959,208.67.220.220,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,22,2,236,1.70E+12,1.70E+12,0,1,86,1.70E+12,1.70E+12,0,1,150,DNS,Network,0,6,1.ciscome.pool.ntp.org,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,38727,95.216.144.226,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,38727,95.216.144.226,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.6.172,ec:9b:8b:02:24:38,ec:9b:8b,46390,13.233.16.117,52:54:00:c2:9a:03,52:54:00,12366,6,4,0,0,1.70E+12,1.70E+12,9025,3,222,1.70E+12,1.70E+12,9025,3,222,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.172,ec:9b:8b:02:24:38,ec:9b:8b,46390,13.233.16.117,52:54:00:c2:9a:03,52:54:00,12366,6,4,2,0,1.70E+12,1.70E+12,9025,3,234,1.70E+12,1.70E+12,9025,3,234,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
