src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,system_process_pid,system_process_name
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,53929,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,1,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,45216,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,45216,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.85,ec:9b:8b:02:24:38,ec:9b:8b,50854,17.137.162.3,52:54:00:c2:9a:03,52:54:00,443,6,4,0,0,1.70E+12,1.70E+12,0,1,97,1.70E+12,1.70E+12,0,1,97,0,0,0,0,0,TLS,Web,0,6,,,,,,-1,
192.168.4.85,ec:9b:8b:02:24:38,ec:9b:8b,50854,17.137.162.3,52:54:00:c2:9a:03,52:54:00,443,6,4,2,0,1.70E+12,1.70E+12,0,1,101,1.70E+12,1.70E+12,0,1,101,0,0,0,0,0,TLS,Web,0,6,,,,,,-1,
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,58745,208.67.220.220,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,19,2,276,1.70E+12,1.70E+12,0,1,82,1.70E+12,1.70E+12,0,1,194,DNS,Network,0,6,2.ciscome.pool.ntp.org,,,,,-1,
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,58745,208.67.220.220,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,19,2,284,1.70E+12,1.70E+12,0,1,86,1.70E+12,1.70E+12,0,1,198,DNS,Network,0,6,2.ciscome.pool.ntp.org,,,,,-1,
192.168.4.56,ec:9b:8b:02:24:38,ec:9b:8b,52502,142.250.76.74,52:54:00:c2:9a:03,52:54:00,443,6,4,0,0,1.70E+12,1.70E+12,104,23,6216,1.70E+12,1.70E+12,94,12,4389,1.70E+12,1.70E+12,92,11,1827,TLS,Web,0,6,,,,,,-1,
192.168.4.56,ec:9b:8b:02:24:38,ec:9b:8b,52502,142.250.76.74,52:54:00:c2:9a:03,52:54:00,443,6,4,2,0,1.70E+12,1.70E+12,104,23,6308,1.70E+12,1.70E+12,94,12,4437,1.70E+12,1.70E+12,92,11,1871,TLS,Web,0,6,,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,53673,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,0,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,53673,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,0,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,46088,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,46088,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,35769,95.216.144.226,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,35769,95.216.144.226,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,54790,31.13.79.63,52:54:00:c2:9a:03,52:54:00,443,6,4,0,0,1.70E+12,1.70E+12,94270,31,3226,1.70E+12,1.70E+12,94270,17,1764,1.70E+12,1.70E+12,94235,14,1462,TLS.Instagram,SocialNetwork,0,6,i.instagram.com,2c6e81981a48d004f0e9e5bcaf0f551e,fcb2d4d0991292272fcb1e464eedfd43,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,54790,31.13.79.63,52:54:00:c2:9a:03,52:54:00,443,6,4,2,0,1.70E+12,1.70E+12,94270,31,3350,1.70E+12,1.70E+12,94270,17,1832,1.70E+12,1.70E+12,94235,14,1518,TLS.Instagram,SocialNetwork,0,6,i.instagram.com,2c6e81981a48d004f0e9e5bcaf0f551e,fcb2d4d0991292272fcb1e464eedfd43,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,50894,54.84.37.235,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7003,4,296,1.70E+12,1.70E+12,7003,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,50894,54.84.37.235,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7003,4,312,1.70E+12,1.70E+12,7003,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,38106,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7006,4,296,1.70E+12,1.70E+12,7006,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,38106,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7006,4,312,1.70E+12,1.70E+12,7006,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,44976,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7005,4,296,1.70E+12,1.70E+12,7005,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,44976,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7005,4,312,1.70E+12,1.70E+12,7005,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,50902,54.84.37.235,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7002,4,296,1.70E+12,1.70E+12,7002,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,50902,54.84.37.235,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7002,4,312,1.70E+12,1.70E+12,7002,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,38126,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7002,4,296,1.70E+12,1.70E+12,7002,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,38126,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7002,4,312,1.70E+12,1.70E+12,7002,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,49882,112.74.108.149,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7009,4,296,1.70E+12,1.70E+12,7009,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,49882,112.74.108.149,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7009,4,312,1.70E+12,1.70E+12,7009,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,38136,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7001,4,296,1.70E+12,1.70E+12,7001,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,38136,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7001,4,312,1.70E+12,1.70E+12,7001,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,49892,112.74.108.149,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7007,4,296,1.70E+12,1.70E+12,7007,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,49892,112.74.108.149,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7007,4,312,1.70E+12,1.70E+12,7007,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45016,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7009,4,296,1.70E+12,1.70E+12,7009,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45016,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7009,4,312,1.70E+12,1.70E+12,7009,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,53191,31.13.79.63,52:54:00:c2:9a:03,52:54:00,443,17,4,0,0,1.70E+12,1.70E+12,10001,8,10352,1.70E+12,1.70E+12,10001,8,10352,0,0,0,0,0,QUIC.Instagram,SocialNetwork,0,6,i.instagram.com,b3058b1092dcfcc2f5342697fbcccba6,,,,-1,
192.168.4.230,ec:9b:8b:02:24:38,ec:9b:8b,53191,31.13.79.63,52:54:00:c2:9a:03,52:54:00,443,17,4,2,0,1.70E+12,1.70E+12,10001,8,10384,1.70E+12,1.70E+12,10001,8,10384,0,0,0,0,0,QUIC.Instagram,SocialNetwork,0,6,i.instagram.com,b3058b1092dcfcc2f5342697fbcccba6,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,40864,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,40864,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,60326,139.59.74.161,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,60326,139.59.74.161,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.85,ec:9b:8b:02:24:38,ec:9b:8b,49442,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,36,2,331,1.70E+12,1.70E+12,0,1,77,1.70E+12,1.70E+12,0,1,254,DNS.OCSP,Network,0,6,ocsp.digicert.com,,,,,-1,
192.168.4.85,ec:9b:8b:02:24:38,ec:9b:8b,49442,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,36,2,339,1.70E+12,1.70E+12,0,1,81,1.70E+12,1.70E+12,0,1,258,DNS.OCSP,Network,0,6,ocsp.digicert.com,,,,,-1,
192.168.4.85,ec:9b:8b:02:24:38,ec:9b:8b,53564,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,1,2,281,1.70E+12,1.70E+12,0,1,77,1.70E+12,1.70E+12,0,1,204,DNS.OCSP,Network,0,6,ocsp.digicert.com,,,,,-1,
192.168.4.85,ec:9b:8b:02:24:38,ec:9b:8b,53564,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,1,2,289,1.70E+12,1.70E+12,0,1,81,1.70E+12,1.70E+12,0,1,208,DNS.OCSP,Network,0,6,ocsp.digicert.com,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,42276,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,1,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,42276,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,1,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,44117,139.59.74.161,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,44117,139.59.74.161,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,47807,208.67.220.220,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,21,2,158,1.70E+12,1.70E+12,0,1,71,1.70E+12,1.70E+12,0,1,87,DNS,Network,0,6,ntp.cdac.in,,,,,-1,
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,47807,208.67.220.220,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,21,2,166,1.70E+12,1.70E+12,0,1,75,1.70E+12,1.70E+12,0,1,91,DNS,Network,0,6,ntp.cdac.in,,,,,-1,
192.168.4.76,ec:9b:8b:02:24:38,ec:9b:8b,51227,10.182.1.235,52:54:00:c2:9a:03,52:54:00,9100,6,4,0,0,1.70E+12,1.70E+12,9003,3,194,1.70E+12,1.70E+12,9003,3,194,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.4.76,ec:9b:8b:02:24:38,ec:9b:8b,51227,10.182.1.235,52:54:00:c2:9a:03,52:54:00,9100,6,4,2,0,1.70E+12,1.70E+12,9003,3,206,1.70E+12,1.70E+12,9003,3,206,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,47822,129.6.15.29,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,47822,129.6.15.29,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,37747,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,1,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,37747,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,1,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45951,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45951,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,42761,129.6.15.29,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,42761,129.6.15.29,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,53356,129.6.15.28,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,53356,129.6.15.28,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,32788,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,1,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,32788,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,1,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,59923,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,0,0,1.70E+12,1.70E+12,2083,6,1824,1.70E+12,1.70E+12,2083,6,1824,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,59923,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,2,0,1.70E+12,1.70E+12,2083,6,1848,1.70E+12,1.70E+12,2083,6,1848,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,33832,142.250.182.34,52:54:00:c2:9a:03,52:54:00,443,6,4,0,0,1.70E+12,1.70E+12,1435,24,9328,1.70E+12,1.70E+12,1435,12,2625,1.70E+12,1.70E+12,1410,12,6703,TLS.Google,Advertisement,0,6,www.googleadservices.com,6ec2896feff5746955f700c0023f5804,eca9b8f0f3eae50309eaf901cb822d9b,,,-1,
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,33832,142.250.182.34,52:54:00:c2:9a:03,52:54:00,443,6,4,2,0,1.70E+12,1.70E+12,1435,24,9424,1.70E+12,1.70E+12,1435,12,2673,1.70E+12,1.70E+12,1410,12,6751,TLS.Google,Advertisement,0,6,www.googleadservices.com,6ec2896feff5746955f700c0023f5804,eca9b8f0f3eae50309eaf901cb822d9b,,,-1,
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,49501,131.107.13.100,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,49501,131.107.13.100,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,49885,132.163.96.6,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,49885,132.163.96.6,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,52940,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,43,2,176,1.70E+12,1.70E+12,0,1,80,1.70E+12,1.70E+12,0,1,96,DNS.Google,Network,0,6,adservice.google.com,,,,,-1,
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,52940,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,43,2,184,1.70E+12,1.70E+12,0,1,84,1.70E+12,1.70E+12,0,1,100,DNS.Google,Network,0,6,adservice.google.com,,,,,-1,
192.168.4.9,ec:9b:8b:02:24:38,ec:9b:8b,49935,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,0,2,208,1.70E+12,1.70E+12,0,1,72,1.70E+12,1.70E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.9,ec:9b:8b:02:24:38,ec:9b:8b,49935,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,0,2,216,1.70E+12,1.70E+12,0,1,76,1.70E+12,1.70E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,45827,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,0,0,1.70E+12,1.70E+12,0,1,90,1.70E+12,1.70E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,45827,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,2,0,1.70E+12,1.70E+12,0,1,94,1.70E+12,1.70E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1,
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,58173,1.0.0.1,52:54:00:c2:9a:03,52:54:00,53,6,4,0,0,1.70E+12,1.70E+12,51,6,412,1.70E+12,1.70E+12,51,4,272,1.70E+12,1.70E+12,28,2,140,DNS,Network,1,1,,,,,,-1,
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,58173,1.0.0.1,52:54:00:c2:9a:03,52:54:00,53,6,4,2,0,1.70E+12,1.70E+12,51,6,436,1.70E+12,1.70E+12,51,4,288,1.70E+12,1.70E+12,28,2,148,DNS,Network,1,1,,,,,,-1,
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,53808,142.250.193.138,52:54:00:c2:9a:03,52:54:00,443,6,4,0,0,1.70E+12,1.70E+12,1344,46,19366,1.70E+12,1.70E+12,1344,23,8451,1.70E+12,1.70E+12,1319,23,10915,TLS.GoogleServices,Web,0,6,geller-pa.googleapis.com,893d25297c894da36fbdee5cea98b01c,eca9b8f0f3eae50309eaf901cb822d9b,,,-1,
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,53808,142.250.193.138,52:54:00:c2:9a:03,52:54:00,443,6,4,2,0,1.70E+12,1.70E+12,1344,47,19620,1.70E+12,1.70E+12,1344,23,8543,1.70E+12,1.70E+12,1319,24,11077,TLS.GoogleServices,Web,0,6,geller-pa.googleapis.com,893d25297c894da36fbdee5cea98b01c,eca9b8f0f3eae50309eaf901cb822d9b,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,56933,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,0,1.70E+12,1.70E+12,0,2,164,1.70E+12,1.70E+12,0,1,74,1.70E+12,1.70E+12,0,1,90,DNS,Network,0,6,s.cs2-aipn.com,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,56933,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,0,1.70E+12,1.70E+12,0,2,172,1.70E+12,1.70E+12,0,1,78,1.70E+12,1.70E+12,0,1,94,DNS,Network,0,6,s.cs2-aipn.com,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,50996,54.84.37.235,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,0,1.70E+12,1.70E+12,7008,4,296,1.70E+12,1.70E+12,7008,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,50996,54.84.37.235,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,0,1.70E+12,1.70E+12,7008,4,312,1.70E+12,1.70E+12,7008,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1,
