src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,system_process_pid
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,47892,35.190.43.134,52:54:00:c2:9a:03,52:54:00,443,17,4,2,1.6987E+12,1.6987E+12,4006,5,6480,1.6987E+12,1.6987E+12,4006,5,6480,0,0,0,0,0,QUIC.Snapchat,SocialNetwork,0,6,us-east4-gcp.api.snapchat.com,e96ffd6917fe5047e54ad3c048c3c013,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,52856,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,52856,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,34466,35.154.211.128,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,186,13,4900,1.6987E+12,1.6987E+12,114,7,1051,1.6987E+12,1.6987E+12,155,6,3849,TLS.Snapchat,SocialNetwork,0,6,aws.api.snapchat.com,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,34466,35.154.211.128,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,186,13,4952,1.6987E+12,1.6987E+12,114,7,1079,1.6987E+12,1.6987E+12,155,6,3873,TLS.Snapchat,SocialNetwork,0,6,aws.api.snapchat.com,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,44268,35.190.43.134,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,269,29,8689,1.6987E+12,1.6987E+12,258,16,2645,1.6987E+12,1.6987E+12,258,13,6044,TLS.Snapchat,SocialNetwork,0,6,gcp.api.snapchat.com,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,44268,35.190.43.134,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,269,29,8805,1.6987E+12,1.6987E+12,258,16,2709,1.6987E+12,1.6987E+12,258,13,6096,TLS.Snapchat,SocialNetwork,0,6,gcp.api.snapchat.com,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,57342,192.168.1.10,52:54:00:4c:6f:d9,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,175,2,270,1.6987E+12,1.6987E+12,0,1,91,1.6987E+12,1.6987E+12,0,1,179,DNS.WindowsUpdate,Network,0,6,fe3cr.delivery.mp.microsoft.com,,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,57342,192.168.1.10,52:54:00:4c:6f:d9,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,175,2,278,1.6987E+12,1.6987E+12,0,1,95,1.6987E+12,1.6987E+12,0,1,183,DNS.WindowsUpdate,Network,0,6,fe3cr.delivery.mp.microsoft.com,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,46645,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,1,2,208,1.6987E+12,1.6987E+12,0,1,72,1.6987E+12,1.6987E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,46645,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,1,2,216,1.6987E+12,1.6987E+12,0,1,76,1.6987E+12,1.6987E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,56569,139.59.74.161,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,56569,139.59.74.161,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,55619,192.168.1.10,52:54:00:4c:6f:d9,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,0,2,270,1.6987E+12,1.6987E+12,0,1,91,1.6987E+12,1.6987E+12,0,1,179,DNS.WindowsUpdate,Network,0,6,fe3cr.delivery.mp.microsoft.com,,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,55619,192.168.1.10,52:54:00:4c:6f:d9,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,0,2,278,1.6987E+12,1.6987E+12,0,1,95,1.6987E+12,1.6987E+12,0,1,183,DNS.WindowsUpdate,Network,0,6,fe3cr.delivery.mp.microsoft.com,,,,,-1
192.168.5.193,ec:9b:8b:02:24:38,ec:9b:8b,50737,209.197.3.8,52:54:00:c2:9a:03,52:54:00,80,6,4,0,1.6987E+12,1.6987E+12,60483,12,1193,1.6987E+12,1.6987E+12,60483,7,702,1.6987E+12,1.6987E+12,60326,5,491,HTTP.WindowsUpdate,SoftwareUpdate,0,6,ctldl.windowsupdate.com,,,Microsoft-CryptoAPI/10.0,,-1
192.168.5.193,ec:9b:8b:02:24:38,ec:9b:8b,50737,209.197.3.8,52:54:00:c2:9a:03,52:54:00,80,6,4,2,1.6987E+12,1.6987E+12,60483,12,1241,1.6987E+12,1.6987E+12,60483,7,730,1.6987E+12,1.6987E+12,60326,5,511,HTTP.WindowsUpdate,SoftwareUpdate,0,6,ctldl.windowsupdate.com,,,Microsoft-CryptoAPI/10.0,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,55786,192.168.1.10,52:54:00:4c:6f:d9,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,0,2,260,1.6987E+12,1.6987E+12,0,1,86,1.6987E+12,1.6987E+12,0,1,174,DNS.WindowsUpdate,Network,0,6,slscr.update.microsoft.com,,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,55786,192.168.1.10,52:54:00:4c:6f:d9,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,0,2,268,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,178,DNS.WindowsUpdate,Network,0,6,slscr.update.microsoft.com,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,62823,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,0,2,176,1.6987E+12,1.6987E+12,0,1,80,1.6987E+12,1.6987E+12,0,1,96,DNS.Snapchat,Network,0,6,bolt-gcdn.sc-cdn.net,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,62823,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,0,2,184,1.6987E+12,1.6987E+12,0,1,84,1.6987E+12,1.6987E+12,0,1,100,DNS.Snapchat,Network,0,6,bolt-gcdn.sc-cdn.net,,,,,-1
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,57517,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,0,1.6987E+12,1.6987E+12,2096,6,1842,1.6987E+12,1.6987E+12,2096,6,1842,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,57517,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,2,1.6987E+12,1.6987E+12,2096,6,1866,1.6987E+12,1.6987E+12,2096,6,1866,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,33911,13.85.23.86,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,4283,25,5226,1.6987E+12,1.6987E+12,1624,12,1474,1.6987E+12,1.6987E+12,4026,13,3752,TLS.WindowsUpdate,SoftwareUpdate,0,6,slscr.update.microsoft.com,28a2c9bd18a11de089ef85a160da29e4,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,33911,13.85.23.86,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,4283,25,5326,1.6987E+12,1.6987E+12,1624,12,1522,1.6987E+12,1.6987E+12,4026,13,3804,TLS.WindowsUpdate,SoftwareUpdate,0,6,slscr.update.microsoft.com,28a2c9bd18a11de089ef85a160da29e4,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,42800,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,1,2,208,1.6987E+12,1.6987E+12,0,1,72,1.6987E+12,1.6987E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,42800,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,1,2,216,1.6987E+12,1.6987E+12,0,1,76,1.6987E+12,1.6987E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,41527,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,41527,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,51790,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7004,4,296,1.6987E+12,1.6987E+12,7004,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,51790,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7004,4,312,1.6987E+12,1.6987E+12,7004,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,44926,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7001,4,296,1.6987E+12,1.6987E+12,7001,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,44926,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7001,4,312,1.6987E+12,1.6987E+12,7001,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,46456,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7002,4,296,1.6987E+12,1.6987E+12,7002,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,46456,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7002,4,312,1.6987E+12,1.6987E+12,7002,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,46468,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7009,4,296,1.6987E+12,1.6987E+12,7009,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,46468,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7009,4,312,1.6987E+12,1.6987E+12,7009,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,35135,129.6.15.28,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,35135,129.6.15.28,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,32919,131.107.13.100,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,32919,131.107.13.100,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,44948,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7008,4,296,1.6987E+12,1.6987E+12,7008,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,44948,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7008,4,312,1.6987E+12,1.6987E+12,7008,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,46478,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7008,4,296,1.6987E+12,1.6987E+12,7008,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,46478,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7008,4,312,1.6987E+12,1.6987E+12,7008,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,46496,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7004,4,296,1.6987E+12,1.6987E+12,7004,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,46496,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7004,4,312,1.6987E+12,1.6987E+12,7004,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,37133,95.216.192.15,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,4003,3,270,1.6987E+12,1.6987E+12,4003,3,270,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,37133,95.216.192.15,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,4003,3,282,1.6987E+12,1.6987E+12,4003,3,282,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,58834,1.0.0.1,52:54:00:c2:9a:03,52:54:00,53,6,4,0,1.6987E+12,1.6987E+12,49,6,412,1.6987E+12,1.6987E+12,49,4,272,1.6987E+12,1.6987E+12,25,2,140,DNS,Network,1,1,,,,,,-1
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,58834,1.0.0.1,52:54:00:c2:9a:03,52:54:00,53,6,4,2,1.6987E+12,1.6987E+12,49,6,436,1.6987E+12,1.6987E+12,49,4,288,1.6987E+12,1.6987E+12,25,2,148,DNS,Network,1,1,,,,,,-1
192.168.4.56,ec:9b:8b:02:24:38,ec:9b:8b,52944,142.250.71.10,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,3913,23,5503,1.6987E+12,1.6987E+12,192,9,3379,1.6987E+12,1.6987E+12,3902,14,2124,TLS.GoogleServices,Web,0,6,play.googleapis.com,3967ff2d2c9c4d144e7e30f24f4e9761,5badad76fbdd6e8b6296e2e9f4024401,,,-1
192.168.4.56,ec:9b:8b:02:24:38,ec:9b:8b,52944,142.250.71.10,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,3913,23,5595,1.6987E+12,1.6987E+12,192,9,3415,1.6987E+12,1.6987E+12,3902,14,2180,TLS.GoogleServices,Web,0,6,play.googleapis.com,3967ff2d2c9c4d144e7e30f24f4e9761,5badad76fbdd6e8b6296e2e9f4024401,,,-1
192.168.5.183,ec:9b:8b:02:24:38,ec:9b:8b,56721,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,127,2,268,1.6987E+12,1.6987E+12,0,1,78,1.6987E+12,1.6987E+12,0,1,190,DNS,Network,0,6,time.xtracloud.net,,,,,-1
192.168.5.183,ec:9b:8b:02:24:38,ec:9b:8b,56721,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,127,2,276,1.6987E+12,1.6987E+12,0,1,82,1.6987E+12,1.6987E+12,0,1,194,DNS,Network,0,6,time.xtracloud.net,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,39441,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,39441,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,45811,13.233.16.117,52:54:00:c2:9a:03,52:54:00,12366,6,4,0,1.6987E+12,1.6987E+12,9014,3,222,1.6987E+12,1.6987E+12,9014,3,222,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,45811,13.233.16.117,52:54:00:c2:9a:03,52:54:00,12366,6,4,2,1.6987E+12,1.6987E+12,9014,3,234,1.6987E+12,1.6987E+12,9014,3,234,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.13,ec:9b:8b:02:24:38,ec:9b:8b,50357,20.190.9.86,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,3026,25,5941,1.6987E+12,1.6987E+12,3026,13,2106,1.6987E+12,1.6987E+12,2786,12,3835,TLS.WindowsUpdate,SoftwareUpdate,0,6,array810.prod.do.dsp.mp.microsoft.com,091f51a7a1c3a4504a224cc081ce9cee,,,,-1
192.168.6.13,ec:9b:8b:02:24:38,ec:9b:8b,50357,20.190.9.86,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,3026,25,6041,1.6987E+12,1.6987E+12,3026,13,2158,1.6987E+12,1.6987E+12,2786,12,3883,TLS.WindowsUpdate,SoftwareUpdate,0,6,array810.prod.do.dsp.mp.microsoft.com,091f51a7a1c3a4504a224cc081ce9cee,,,,-1
192.168.6.172,ec:9b:8b:02:24:38,ec:9b:8b,35792,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,0,1.6987E+12,1.6987E+12,2069,6,1842,1.6987E+12,1.6987E+12,2069,6,1842,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.172,ec:9b:8b:02:24:38,ec:9b:8b,35792,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,2,1.6987E+12,1.6987E+12,2069,6,1866,1.6987E+12,1.6987E+12,2069,6,1866,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.4.200,ec:9b:8b:02:24:38,ec:9b:8b,63679,138.199.14.87,52:54:00:c2:9a:03,52:54:00,80,6,4,0,1.6987E+12,1.6987E+12,111640,36,2232,1.6987E+12,1.6987E+12,111509,18,1080,1.6987E+12,1.6987E+12,111538,18,1152,HTTP,Web,1,1,,,,,,-1
192.168.4.200,ec:9b:8b:02:24:38,ec:9b:8b,63679,138.199.14.87,52:54:00:c2:9a:03,52:54:00,80,6,4,2,1.6987E+12,1.6987E+12,111640,36,2376,1.6987E+12,1.6987E+12,111509,18,1152,1.6987E+12,1.6987E+12,111538,18,1224,HTTP,Web,1,1,,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,52896,34.120.159.232,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,1110,70,55248,1.6987E+12,1.6987E+12,1099,30,8680,1.6987E+12,1.6987E+12,1099,40,46568,TLS.Snapchat,SocialNetwork,0,6,usc1-gcp-v62.api.snapchat.com,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,52896,34.120.159.232,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,1110,69,55458,1.6987E+12,1.6987E+12,1099,30,8800,1.6987E+12,1.6987E+12,1099,39,46658,TLS.Snapchat,SocialNetwork,0,6,usc1-gcp-v62.api.snapchat.com,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,33909,104.46.162.225,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,4030,27,8499,1.6987E+12,1.6987E+12,4030,14,2761,1.6987E+12,1.6987E+12,3866,13,5738,TLS.Microsoft,Cloud,0,6,v10.events.data.microsoft.com,28a2c9bd18a11de089ef85a160da29e4,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,33909,104.46.162.225,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,4030,27,8607,1.6987E+12,1.6987E+12,4030,14,2817,1.6987E+12,1.6987E+12,3866,13,5790,TLS.Microsoft,Cloud,0,6,v10.events.data.microsoft.com,28a2c9bd18a11de089ef85a160da29e4,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,65524,192.168.1.10,52:54:00:4c:6f:d9,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,313,2,260,1.6987E+12,1.6987E+12,0,1,86,1.6987E+12,1.6987E+12,0,1,174,DNS.WindowsUpdate,Network,0,6,slscr.update.microsoft.com,,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,65524,192.168.1.10,52:54:00:4c:6f:d9,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,313,2,268,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,178,DNS.WindowsUpdate,Network,0,6,slscr.update.microsoft.com,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,60574,35.241.16.93,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,2866,644,1197303,1.6987E+12,1.6987E+12,2856,173,14037,1.6987E+12,1.6987E+12,2854,471,1183266,TLS.Snapchat,SocialNetwork,0,6,bolt-gcdn.sc-cdn.net,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,60574,35.241.16.93,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,2866,635,1199249,1.6987E+12,1.6987E+12,2856,173,14729,1.6987E+12,1.6987E+12,2854,462,1184520,TLS.Snapchat,SocialNetwork,0,6,bolt-gcdn.sc-cdn.net,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,54131,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,0,1.6987E+12,1.6987E+12,2088,6,1848,1.6987E+12,1.6987E+12,2088,6,1848,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,54131,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,2,1.6987E+12,1.6987E+12,2088,6,1872,1.6987E+12,1.6987E+12,2088,6,1872,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,35488,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,1,2,208,1.6987E+12,1.6987E+12,0,1,72,1.6987E+12,1.6987E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,35488,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,1,2,216,1.6987E+12,1.6987E+12,0,1,76,1.6987E+12,1.6987E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,58837,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,58837,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,42317,129.6.15.29,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
